schoolid,schoolname,CalendarYear,NumApps,NumFTApps,NumPTApps,NumOffers,NumFTOffers,NumPTOffers,NumMatriculants,NumFTMatriculants,NumPTMatriculants,OtherFirstYear,TotalFirstYear,FTFirstYear,PTFirstYear,UGGPA75,FTUGGPA75,PTUGGPA75,UGGPA50,FTUGGPA50,PTUGGPA50,UGGPA25,FTUGGPA25,PTUGGPA25,UGGPAExcl,FTUGGPAExcl,PTUGGPAExcl,LSAT75,FTLSAT75,PTLSAT75,LSAT50,FTLSAT50,PTLSAT50,LSAT25,FTLSAT25,PTLSAT25,LSATExcl,FTLSATExcl,PTLSATExcl,GMATEnrolled,ACTEnrolled,GREEnrolled,SATEnrolled,GMAT75,GMAT50,GMAT25,ACT75,ACT50,ACT25,GREVerbal75,GREVerbal50,GREVerbal25,GREQuant75,GREQuant50,GREQuant25,GREAnalytical75,GREAnalytical50,GREAnalytical25,SAT75,SAT50,SAT25,FTGREAnalytical25,FTGREAnalytical50,FTGREAnalytical75,FTGREQuant25,FTGREQuant50,FTGREQuant75,FTGREVerbal25,FTGREVerbal50,FTGREVerbal75,PTGREAnalytical25,PTGREAnalytical50,PTGREAnalytical75,PTGREQuant25,PTGREQuant50,PTGREQuant75,PTGREVerbal25,PTGREVerbal50,PTGREVerbal75
308900,Ohio Northern University,2019,373,,,142,,,49,,,1,50,50,0,3.67,3.67,,3.31,3.31,,2.95,2.95,,0,0,,155,155,,151,151,,147,147,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309000,Ohio State University,2019,1636,,,663,,,191,,,2,193,193,0,3.86,3.86,,3.76,3.76,,3.61,3.61,,4,4,,163,163,,161,161,,158,158,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312300,University of Akron,2019,664,,,331,,,110,,,1,111,87,24,3.67,3.67,3.62,3.45,3.45,3.41,3.05,3.07,2.95,0,0,0,155,155,155,153,152,153,151,150,152,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312500,University of Cincinnati,2019,891,,,450,,,135,,,0,135,135,0,3.82,3.82,,3.64,3.64,,3.39,3.39,,1,1,,159,159,,157,157,,153,153,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312700,University of Dayton,2019,1070,,,419,,,119,,,1,120,100,20,3.67,3.68,3.56,3.38,3.31,3.39,3.05,3.02,3.26,3,2,1,153,153,155,150,149,153,147,146,152,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313100,University of Toledo,2019,453,,,298,,,104,,,0,104,91,13,3.62,3.6,3.75,3.31,3.31,3.22,3,2.99,3,0,0,0,155,154,157,152,152,154,148,148,153,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316614,Oklahoma City University,2019,633,,,387,,,168,,,2,170,170,0,3.5,3.5,,3.29,3.29,,2.95,2.95,,0,0,,152,152,,149,149,,146,146,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318400,University of Oklahoma,2019,849,,,372,,,167,,,1,168,168,0,3.78,3.78,,3.63,3.63,,3.34,3.34,,2,2,,159,159,,157,157,,153,153,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318500,University of Tulsa,2019,621,,,357,,,118,,,0,118,118,0,3.63,3.63,,3.42,3.42,,3.13,3.13,,1,1,,156,156,,154,154,,151,151,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319100,Concordia Law School,2019,381,,,233,,,89,,,0,89,78,11,3.45,3.44,3.61,3.22,3.18,3.36,2.85,2.84,2.98,0,0,0,152,151,158,148,148,149,146,146,146,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319700,Lewis and Clark College,2019,1216,,,731,,,177,,,3,180,159,21,3.67,3.67,3.54,3.46,3.48,3.23,3.19,3.21,2.84,3,2,1,161,161,161,158,158,158,155,155,152,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
